Timestamp,Operation,BlockSize,Time,Fragmentation,Source,CallStack,MemoryAddress,ThreadID,AllocationID
2024-11-20 22:22:11,Allocation,128,9.58e-07,0.9646,sequentialAllocationTest,sequentialAllocationTest,0x160011030,0x1e515b240,Alloc144
2024-11-20 22:22:11,Allocation,128,4.17e-07,0.964355,sequentialAllocationTest,sequentialAllocationTest,0x160011130,0x1e515b240,Alloc145
2024-11-20 22:22:11,Allocation,128,5e-07,0.964111,sequentialAllocationTest,sequentialAllocationTest,0x160011230,0x1e515b240,Alloc146
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.963867,sequentialAllocationTest,sequentialAllocationTest,0x160011330,0x1e515b240,Alloc147
2024-11-20 22:22:11,Allocation,128,5.84e-07,0.963623,sequentialAllocationTest,sequentialAllocationTest,0x160011430,0x1e515b240,Alloc148
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.963379,sequentialAllocationTest,sequentialAllocationTest,0x160011530,0x1e515b240,Alloc149
2024-11-20 22:22:11,Allocation,128,4.58e-07,0.963135,sequentialAllocationTest,sequentialAllocationTest,0x160011630,0x1e515b240,Alloc150
2024-11-20 22:22:11,Allocation,128,5e-07,0.962891,sequentialAllocationTest,sequentialAllocationTest,0x160011730,0x1e515b240,Alloc151
2024-11-20 22:22:11,Allocation,128,7.08e-07,0.962646,sequentialAllocationTest,sequentialAllocationTest,0x160011830,0x1e515b240,Alloc152
2024-11-20 22:22:11,Allocation,128,3.34e-07,0.962402,sequentialAllocationTest,sequentialAllocationTest,0x160011930,0x1e515b240,Alloc153
2024-11-20 22:22:11,Allocation,128,4.59e-07,0.962158,sequentialAllocationTest,sequentialAllocationTest,0x160011a30,0x1e515b240,Alloc154
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.961914,sequentialAllocationTest,sequentialAllocationTest,0x160011b30,0x1e515b240,Alloc155
2024-11-20 22:22:11,Allocation,128,6.67e-07,0.96167,sequentialAllocationTest,sequentialAllocationTest,0x160011c30,0x1e515b240,Alloc156
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.961426,sequentialAllocationTest,sequentialAllocationTest,0x160011d30,0x1e515b240,Alloc157
2024-11-20 22:22:11,Allocation,128,6.25e-07,0.961182,sequentialAllocationTest,sequentialAllocationTest,0x160011e30,0x1e515b240,Alloc158
2024-11-20 22:22:11,Allocation,128,4.17e-07,0.960938,sequentialAllocationTest,sequentialAllocationTest,0x160011f30,0x1e515b240,Alloc159
2024-11-20 22:22:11,Allocation,128,1.334e-06,0.960693,sequentialAllocationTest,sequentialAllocationTest,0x160012030,0x1e515b240,Alloc160
2024-11-20 22:22:11,Allocation,128,3.33e-07,0.960449,sequentialAllocationTest,sequentialAllocationTest,0x160012130,0x1e515b240,Alloc161
2024-11-20 22:22:11,Allocation,128,5.42e-07,0.960205,sequentialAllocationTest,sequentialAllocationTest,0x160012230,0x1e515b240,Alloc162
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.959961,sequentialAllocationTest,sequentialAllocationTest,0x160012330,0x1e515b240,Alloc163
2024-11-20 22:22:11,Allocation,128,7.08e-07,0.959717,sequentialAllocationTest,sequentialAllocationTest,0x160012430,0x1e515b240,Alloc164
2024-11-20 22:22:11,Allocation,128,3.33e-07,0.959473,sequentialAllocationTest,sequentialAllocationTest,0x160012530,0x1e515b240,Alloc165
2024-11-20 22:22:11,Allocation,128,4.16e-07,0.959229,sequentialAllocationTest,sequentialAllocationTest,0x160012630,0x1e515b240,Alloc166
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.958984,sequentialAllocationTest,sequentialAllocationTest,0x160012730,0x1e515b240,Alloc167
2024-11-20 22:22:11,Allocation,128,9.58e-07,0.95874,sequentialAllocationTest,sequentialAllocationTest,0x160012830,0x1e515b240,Alloc168
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.958496,sequentialAllocationTest,sequentialAllocationTest,0x160012930,0x1e515b240,Alloc169
2024-11-20 22:22:11,Allocation,128,4.58e-07,0.958252,sequentialAllocationTest,sequentialAllocationTest,0x160012a30,0x1e515b240,Alloc170
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.958008,sequentialAllocationTest,sequentialAllocationTest,0x160012b30,0x1e515b240,Alloc171
2024-11-20 22:22:11,Allocation,128,5.42e-07,0.957764,sequentialAllocationTest,sequentialAllocationTest,0x160012c30,0x1e515b240,Alloc172
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.95752,sequentialAllocationTest,sequentialAllocationTest,0x160012d30,0x1e515b240,Alloc173
2024-11-20 22:22:11,Allocation,128,4.58e-07,0.957275,sequentialAllocationTest,sequentialAllocationTest,0x160012e30,0x1e515b240,Alloc174
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.957031,sequentialAllocationTest,sequentialAllocationTest,0x160012f30,0x1e515b240,Alloc175
2024-11-20 22:22:11,Allocation,128,7.91e-07,0.956787,sequentialAllocationTest,sequentialAllocationTest,0x160013030,0x1e515b240,Alloc176
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.956543,sequentialAllocationTest,sequentialAllocationTest,0x160013130,0x1e515b240,Alloc177
2024-11-20 22:22:11,Allocation,128,4.17e-07,0.956299,sequentialAllocationTest,sequentialAllocationTest,0x160013230,0x1e515b240,Alloc178
2024-11-20 22:22:11,Allocation,128,3.75e-07,0.956055,sequentialAllocationTest,sequentialAllocationTest,0x160013330,0x1e515b240,Alloc179
2024-11-20 22:22:11,Allocation,128,5.84e-07,0.955811,sequentialAllocationTest,sequentialAllocationTest,0x160013430,0x1e515b240,Alloc180
2024-11-20 22:22:11,Allocation,128,4.58e-07,0.955566,sequentialAllocationTest,sequentialAllocationTest,0x160013530,0x1e515b240,Alloc181
2024-11-20 22:22:11,Allocation,128,5e-07,0.955322,sequentialAllocationTest,sequentialAllocationTest,0x160013630,0x1e515b240,Alloc182
